Web_ProspectID,LastCampaignActivity,PageViewsPerVisit,TotalTimeOnWebsite,TotalWebVisits,AttendedMarketingEvent,OrganicSearch,ViewedAdvertisement
e5ea5900-add7-49f0-a8e8-0873e81329fa,DownloadedMaterial,6.732729981,183,14,DidNot,Y,N
c81406cc-d6b3-4243-99fc-398c33737ce3,Web Visit,5.406670468,77,10,Attended,Y,N
884914df-6e7f-4bd3-91cd-378f238f3126,DownloadedMaterial,6.917942358,137,11,DidNot,N,Y
ecb16f52-4c63-4156-bfa8-cc126d698742,DownloadedMaterial,5.387035629,72,10,Attended,Y,N
28b53a25-338c-4d89-9180-a8f298424983,Event RSVP,6.214619311,101,15,Attended,N,N
15772415-edd3-45f0-a65a-4d52766db00c,Event RSVP,5.148989876,103,6,DidNot,Y,N
09c46255-7659-42f9-b47f-8187212b6b63,Web Visit,6.41608416,129,10,Attended,N,N
8e587f5e-4fa9-42e8-af94-5ac4db136923,DownloadedMaterial,7.550041441,130,8,DidNot,N,Y
69d87a3c-ca7f-40ce-93b8-227e2f39bcb4,Event RSVP,5.175488411,64,8,Attended,N,Y
dab4f2cb-cfcb-4a15-8b17-4003e888058c,DownloadedMaterial,4.626681729,55,16,Attended,N,Y
4534fecf-5012-4505-b44c-c3b8d30a21a7,Web Visit,6.769255571,108,12,Attended,N,N
3f6986f9-f849-47bb-a4c5-50f609e352c2,DownloadedMaterial,6.348599539,97,14,Attended,N,N
3c9a9f6a-47dd-4cf8-8793-00f58d1723ca,DownloadedMaterial,8.946086765,138,11,Attended,N,Y
65f0d376-e408-4d03-b7b6-87a595f48dbd,Open Email,8.23980279,147,9,DidNot,Y,Y
76eea8b4-e49d-4808-b42e-92a8fc59507c,Event RSVP,5.430883176,121,9,DidNot,Y,Y
28e0a082-f60e-4012-92b2-f7eaab89dbad,Event RSVP,3.344220393,107,13,DidNot,N,Y
23fb99b2-674c-47f2-8cec-e2b38ffcd8c3,DownloadedMaterial,6.260778749,88,12,Attended,N,Y
03c27082-8156-4c4d-9cab-4cfc122073b4,Open Email,6.675815337,125,12,Attended,N,Y
48dbd0b3-7fb6-4371-b7e3-d8adc0810a48,DownloadedMaterial,5.301375083,151,5,DidNot,Y,Y
daac7a23-0b46-489d-83d0-5ade40e584d3,Event RSVP,5.457708061,63,10,Attended,Y,Y
debe0fdb-50a9-4b70-92cf-a643a0137678,DownloadedMaterial,7.685683888,173,10,DidNot,Y,Y
c94b9176-4f72-4fed-8add-ec30bd8bd14c,Web Visit,7.184414116,141,6,DidNot,N,Y
4775b33d-d367-4df5-b38c-b66ab50be0ff,Web Visit,5.768649654,147,10,DidNot,N,Y
f0542b6b-c004-4678-a6ec-411e36494216,DownloadedMaterial,7.438683669,142,7,DidNot,Y,N
1be9129d-7ae3-43c5-803f-5b951362da88,Web Visit,7.195534347,165,10,Attended,Y,N
15f9cfa3-66f8-4bcf-983c-4d8ed38c5f5a,Event RSVP,4.573511874,123,9,DidNot,N,N
8e571cc7-8b2f-4f6f-a8f8-9e73c2cb4e5e,DownloadedMaterial,8.266573116,146,9,DidNot,N,N
f9b91194-7f95-485b-8144-e9d656b131fc,DownloadedMaterial,8.100346908,105,12,Attended,N,Y
14142f50-c67d-4036-8ef8-15198ef71e96,Open Email,4.246610366,58,10,Attended,N,Y
af161610-173c-430b-b191-5e7dc5436755,Web Visit,7.665262193,143,10,DidNot,Y,Y
e3c402fa-ecaf-4c7f-8d1d-dbbdb2d1c63a,DownloadedMaterial,7.445938402,124,14,Attended,Y,Y
0926ae7f-e24e-442a-ad9b-177ca57f722b,DownloadedMaterial,5.1369353,65,11,Attended,N,N
90666041-498f-4d50-8786-05c2e7774d81,DownloadedMaterial,6.203646695,131,10,DidNot,N,N
f469f0a6-40e4-4e80-8ff4-dfb0c124a896,Event RSVP,5.406167901,110,9,Attended,N,N
d3f9b2ac-8be3-41e3-b693-fab82d1d133f,Web Visit,6.213163823,102,12,Attended,N,N
542da41a-f1b9-47b5-af59-7db92084eef4,Web Visit,7.736153397,171,12,Attended,Y,N
5eec48a7-8d49-4e37-9074-59f3efee4a94,Web Visit,7.830382622,126,11,Attended,N,N
9849fa3b-17bf-4d28-bf76-583d13a6d64a,Event RSVP,5.050152941,115,10,DidNot,Y,N
ac229fb0-34ae-4e7b-8670-31f725f9616b,Open Email,7.644426084,182,9,DidNot,N,Y
46a82ff3-d797-482c-8bbc-9d0d38a78cfa,Event RSVP,8.070274965,133,12,DidNot,N,N
ab7536d2-093a-4058-9619-1812653cec36,DownloadedMaterial,8.87622774,180,13,DidNot,N,N
ae25fe97-d2a3-49ca-a835-8ce99667476c,Web Visit,6.045113701,141,8,DidNot,N,Y
70ca529e-80e8-400c-b0af-23b7e1a5ef72,Web Visit,5.449232284,88,10,Attended,Y,N
635881ef-f4a9-4829-a018-05c8ffe6c392,Web Visit,8.088943487,135,6,Attended,Y,Y
f895aacc-a6ab-46b8-a4af-19341b6f2fe5,Event RSVP,7.448556722,125,13,DidNot,Y,Y
cfd0c079-2e6b-4487-83cc-d03c907a2808,DownloadedMaterial,5.860918713,143,10,DidNot,Y,Y
b3913470-8384-4c5c-86fb-bd806b23d50e,DownloadedMaterial,5.903540559,86,11,Attended,Y,Y
7f27d1e0-d3c7-4ff8-ab43-eada10ffb558,Web Visit,7.685799924,157,10,DidNot,Y,Y
3e86c60e-19a7-4888-b0c7-4ce1cb3a881d,Open Email,5.694503854,106,9,Attended,N,Y
47048fd8-cf9b-45ea-b274-82a5a9a29b92,Web Visit,5.351739936,70,8,Attended,N,Y
bc756de9-f15b-4699-8b52-438a6d30d90e,DownloadedMaterial,7.483219073,146,11,DidNot,N,N
9bfe19f6-554a-49c2-baf9-de928b7fc856,Web Visit,4.770995337,131,10,Attended,N,N
077e97dd-c8ea-4d61-a9d3-218d48062ad6,Web Visit,6.630186647,144,8,DidNot,Y,N
0d0b60f8-c56a-4fd2-a916-1259c7d99bfa,Web Visit,6.578095536,141,10,Attended,Y,N
77040df7-6dcd-4b99-90ca-9ec690e38018,Web Visit,5.904347624,91,11,Attended,Y,Y
73ae5245-387e-477d-96c8-37585071fd3b,DownloadedMaterial,7.600294777,137,10,DidNot,N,N
47b5e740-5774-460e-abd7-d20e3d61a747,Event RSVP,4.525727782,52,12,Attended,Y,N
633d7705-3564-4847-b126-dbaa03471a79,DownloadedMaterial,7.724717398,156,8,DidNot,Y,N
88061ab4-4564-4ed4-bb64-a67fa769cb5c,Event RSVP,5.731867861,68,10,Attended,Y,Y
9b6d87c0-c005-472b-ac6e-7c12670c4296,Open Email,8.255113608,171,10,DidNot,N,Y
0b9338bf-b0b5-4d2e-a535-19eec193ab04,DownloadedMaterial,8.252550538,132,9,Attended,Y,N
c0fa45a2-05e7-4e5e-822b-8e767cccfc69,Open Email,6.118241539,152,10,DidNot,N,Y
1c93ed2d-623d-4a45-bf5d-5f92073d553b,Web Visit,8.372220408,159,9,DidNot,Y,Y
5f4904be-5ff6-492c-9ee7-be85590f930e,DownloadedMaterial,6.664894517,131,12,DidNot,Y,Y
e399d7b5-d129-4796-9699-6416f2771460,DownloadedMaterial,5.288054382,67,11,Attended,N,N
32559158-6741-4ad0-96b7-df43979917eb,Web Visit,9.39167344,171,10,Attended,N,Y
a1c46047-f587-457b-8d14-e8f5fc7a6bdc,DownloadedMaterial,7.027221999,133,7,Attended,N,N
a64429bd-3d43-4203-a7be-3d668f133fc0,Open Email,9.570112501,161,11,Attended,N,N
7adec414-45a1-425a-b972-39835ce41d24,Open Email,5.00024838,62,7,Attended,N,Y
ea776829-d82a-417f-9cc0-d13a4e61a864,Open Email,7.014622472,158,10,DidNot,N,Y
d76d8cc7-4ccb-43ef-9fc8-58aec54f9974,Web Visit,6.212267938,160,15,DidNot,Y,Y
beabf4c8-d45b-447e-b36d-f1712ccd90d2,Open Email,4.277605298,113,6,Attended,Y,N
ab3b57af-78c4-438a-a06a-7f6bccfb2fd8,Open Email,7.990420221,103,10,Attended,N,N
d4bae252-16fe-4923-9a36-32cd5c3495d4,DownloadedMaterial,7.370668991,125,7,Attended,Y,Y
5c2706d8-9cc5-4955-95b2-69eb35a93681,DownloadedMaterial,7.688554628,187,8,Attended,N,Y
94bdad17-d754-4c5f-9e2c-b39a591ed8f2,Web Visit,5.94808647,127,11,Attended,Y,N
91ca3e25-fe18-4673-a016-0ca251e7ac57,Event RSVP,8.233981848,168,7,DidNot,Y,N
878d0a5d-0959-43c9-b784-4d01fb117e98,DownloadedMaterial,3.458733497,23,7,Attended,N,N
8b4805e3-9876-42db-aeb6-b782a55d1023,Web Visit,8.756829213,133,8,Attended,N,Y
5f27b448-2aa1-4c9a-a16c-8b085d43425e,Open Email,4.579469666,116,12,Attended,Y,Y
e5ce0564-cb1c-4cd8-b4fa-5bb903f4cfff,Web Visit,6.714425437,128,12,Attended,Y,N
e7a9147a-5354-49b3-9261-6a68115dbe76,Open Email,7.174014038,138,6,DidNot,Y,Y
734fa1a9-7065-4093-a13e-57a3af7641e2,Open Email,8.298417743,116,7,Attended,N,Y
fae45946-a027-4566-bfa9-2ddd5a8edd62,DownloadedMaterial,10.16544041,128,7,Attended,Y,Y
23d034d4-1d4b-4b55-b4a6-d7764eb88a55,Open Email,6.567782878,126,8,Attended,N,N
23247861-b0d9-4f20-8215-8270a5810442,DownloadedMaterial,4.623494719,50,10,Attended,N,Y
a849ed38-8bdf-43ed-87e0-3a9f13687b90,Open Email,6.40034139,160,11,DidNot,Y,N
ea4395db-1d46-4761-a5e9-40beab847101,DownloadedMaterial,8.411824157,136,8,Attended,N,N
c5792295-8bb5-44ba-89de-b10e611d4e93,Web Visit,6.549584556,138,11,Attended,Y,N
688dcc39-50fd-447e-b2e3-ce70a199f238,Event RSVP,5.582851685,140,5,DidNot,Y,N
58340afa-3230-46a4-96f2-4a3127372178,Event RSVP,6.376327134,99,9,Attended,Y,Y
6b325ea0-e03d-489c-816e-d9ee9867d522,DownloadedMaterial,6.116374432,90,13,Attended,Y,N
f9f4417a-73d2-4d4b-99b5-2154b5dfafe7,Open Email,8.074842507,168,10,DidNot,N,N
53bd56d6-98ef-4dec-b1a0-839e8c42913c,Web Visit,4.921718811,40,11,Attended,Y,Y
b0de2683-d026-4915-9c89-a430cbda8483,Open Email,8.301143569,133,8,Attended,N,N
976f0554-16db-4617-bc2c-cde5f7958f09,DownloadedMaterial,6.474676756,152,11,Attended,Y,Y
f52b6123-9ed3-4429-840d-ff92c3a83a47,DownloadedMaterial,7.66190419,156,9,DidNot,Y,Y
0ce6cdce-594e-45b0-8ae5-943b9fb6468d,Event RSVP,7.804163951,144,12,Attended,Y,Y
cc540f16-8a30-4e3a-8850-22794aa9b62c,Open Email,8.528348,131,11,Attended,Y,N
95be5cb8-21ed-4248-bcf6-c567c033b8eb,Event RSVP,6.724167661,101,6,Attended,N,Y
e40c5363-ef81-4d0c-a4d1-458c3b947b98,Event RSVP,6.759540465,123,8,DidNot,N,Y
5eeee5f9-a735-4fb8-bc21-ae89a500186f,Open Email,8.051419337,155,11,DidNot,Y,Y
d1325c72-762d-4bea-bc6d-007bd5fb14eb,DownloadedMaterial,7.467386917,164,7,Attended,Y,N
844fcea0-dc6e-488f-bf3a-d4cc2f5d1460,Open Email,5.635490234,111,7,Attended,N,N
2fdcd314-e3c7-43ed-86b4-ce653f0f4876,Open Email,6.650692041,115,8,Attended,Y,N
76e5b8b7-da24-4f07-913d-cbe7eca94c7d,Web Visit,8.036499909,171,8,DidNot,N,Y
9faae764-f0d8-4f23-b48f-573c1004d49d,Open Email,7.983103375,184,11,DidNot,N,N
f746ccc5-3495-49ad-9e4f-02895238a8f0,Open Email,9.734052027,164,12,Attended,Y,N
25b406ff-fd7d-45ee-8716-47f9edf7d2c0,Open Email,4.900002405,118,10,Attended,Y,N
9b96d808-7fb7-4aa7-bbba-64239417ca3e,Open Email,8.022499697,177,12,DidNot,N,N
ed434360-1fdd-4cd8-9ae0-cd42c0d235b2,Web Visit,6.370998401,132,10,DidNot,Y,N
6967692d-1d1b-4c75-8475-6e6788a4665d,Event RSVP,7.629114691,174,11,DidNot,Y,N
729ba21e-207f-4e3c-9d62-132a05c5c417,DownloadedMaterial,6.194345679,120,10,DidNot,Y,Y
9bf1f520-2b93-4753-bb91-d3e2b8826f41,DownloadedMaterial,6.202602743,136,10,DidNot,Y,Y
ddd0f127-d1ca-41c9-8925-7a125de59a4f,Event RSVP,6.34414877,160,10,DidNot,N,Y
e7727f03-551d-41ec-b910-8a7c8bd72cda,DownloadedMaterial,8.407552665,153,8,DidNot,N,Y
f27add1b-4d2f-4641-acd3-81a2d60c8ad6,Event RSVP,5.046614642,117,10,DidNot,Y,N
537eb47f-f321-44a2-8a3d-5104192e05d2,Web Visit,8.521373576,143,9,Attended,N,N
35763b56-4eca-4ef9-bf1a-0bd2525e742f,Event RSVP,6.957491805,174,13,DidNot,Y,N
c179adde-e4cc-414c-abf1-ddcf946a307c,Event RSVP,5.326666109,72,14,Attended,N,N
495fe38f-ca83-4a2c-b66a-d8a4cfd36526,Open Email,5.549353816,100,15,Attended,N,Y
3a995648-9922-4d18-a66e-ab0b21b32ec7,Web Visit,5.721444677,117,8,DidNot,Y,Y
c8757475-04fa-4cd7-915b-5d552f16907e,DownloadedMaterial,4.808099998,59,9,Attended,Y,N
79e87b59-ab1b-43b6-a157-448ff05a7170,Web Visit,6.509482879,98,9,Attended,Y,Y
51d8302e-6d02-421b-aa35-c58ac20b008c,DownloadedMaterial,4.194782356,104,8,Attended,Y,N
c8d13926-60b6-4bc0-9340-23cde39eab5d,DownloadedMaterial,8.651710042,98,12,Attended,N,Y
ea150373-7688-4eb9-8752-7d96d6c19600,DownloadedMaterial,8.857793742,167,11,DidNot,Y,Y
0387198a-9b11-43a2-94b6-b8e5fcfdeaf7,DownloadedMaterial,8.775216062,169,8,DidNot,N,Y
5e945826-4100-4840-a5dd-8697065f2039,Event RSVP,7.192364339,180,9,DidNot,N,Y
3790329f-ee77-4c0b-b45d-2eab32d02708,Event RSVP,5.945813905,138,9,DidNot,Y,N
ae171477-fd0b-4af8-be87-1d9184f66aeb,Web Visit,4.935546186,119,13,DidNot,Y,N
969be3d9-b0a8-4478-a680-7f22a2550e2a,Event RSVP,7.01245949,143,5,DidNot,Y,N
b4004a9d-d644-4270-ab0a-d39cccf52382,Open Email,6.227536609,94,6,Attended,Y,Y
1df37761-a083-443d-9570-a8ffaa60753c,Open Email,6.524313094,113,9,Attended,N,Y
57cf61ac-892c-4ada-ac8c-db0b00d562ea,Open Email,6.30353206,124,13,DidNot,Y,Y
1f43cca1-cc79-42a7-b515-4371f42acea5,Open Email,6.024789012,138,12,DidNot,Y,N
25cb775b-5c35-43bf-9925-1a7970a7ee5b,DownloadedMaterial,8.21460504,150,14,Attended,Y,N
66ffa43c-941f-4fdf-9995-81e988161ac7,Open Email,7.768176676,142,8,Attended,Y,N
6c4fe545-5ee5-44e6-ba40-19dd0c67533a,Event RSVP,6.038426564,135,11,DidNot,Y,Y
e789ed3e-5fc3-4cf4-90a3-85a033e476e6,Open Email,6.403794963,113,9,DidNot,N,Y
499fe6e2-e4bb-4498-a5a4-6aafafda541d,DownloadedMaterial,6.069226031,125,9,Attended,N,N
c51eddc0-5b4e-4559-9cdf-4b374251e912,Event RSVP,8.628980958,132,6,Attended,Y,N
ac65a662-6dbd-4bc7-be6b-958ebfd26eed,Open Email,6.922676137,135,10,Attended,Y,Y
8fd46481-de82-41d0-adb1-1e3b8152bafe,Web Visit,1.931872658,4,8,Attended,Y,Y
a3f5f387-93c5-427f-8dbc-4e39bbc752ae,Open Email,7.00845042,135,9,DidNot,Y,Y
33785e92-7c03-4b58-88e2-23ea70da89bc,DownloadedMaterial,5.542777701,57,11,Attended,N,Y
69c8c774-2f40-4c65-958d-8f61cff503fe,Web Visit,7.030819572,109,13,Attended,N,N
a77123ff-65c8-46de-a38a-38d40311de6e,Event RSVP,6.49588552,150,13,DidNot,N,Y
5259088c-6eef-43e4-b3b2-7c212f0d0ee2,Event RSVP,5.533368225,51,7,Attended,Y,Y
29e3bced-65a0-4762-bc5e-a97d016e4097,Web Visit,4.275149353,60,12,Attended,Y,Y
4d9448e2-cd62-4f2a-8965-686407952699,Open Email,6.654276011,131,11,Attended,N,N
235504ca-1bb6-4080-975d-886d07655e8f,Open Email,7.123640956,68,12,Attended,Y,Y
81e5015a-7f1b-46fa-b4f7-45c51caf9103,Web Visit,7.953055213,182,7,Attended,N,Y
646a8b77-e91c-4fec-aa0c-b52df63c62f3,DownloadedMaterial,7.007968045,142,12,DidNot,N,Y
03eb5c5f-7b99-4ea6-9eca-8780ab95ea6e,Event RSVP,8.253661883,147,9,DidNot,N,Y
597446af-f24c-4b0d-a358-5fc091a7c3fb,Open Email,7.097943099,149,8,Attended,Y,N
67f8561b-1742-4128-9575-2e52ae50f9c2,Event RSVP,5.816689803,156,13,DidNot,N,N
f6a83425-36b0-47ba-a965-07b04de734d4,Open Email,6.991684953,133,9,DidNot,Y,N
2902448f-dc20-46da-941e-a794c0707e9d,Event RSVP,7.259650525,129,5,Attended,Y,Y
05cd0382-a1fa-4050-89aa-cf13d7d48537,Event RSVP,6.197297934,166,10,DidNot,Y,N
5868302c-e0ca-400a-97f8-dc46f522ca26,Web Visit,5.181526849,72,9,Attended,Y,N
499eb06b-ada4-4bcf-b4bc-8942631775fe,Open Email,8.417623272,187,7,DidNot,N,Y
a4e7e639-37a3-4c68-b915-20503ce60758,Web Visit,7.176673172,137,10,DidNot,Y,Y
b97d1b93-a3d7-46e8-b8c4-3da3d894fe90,Event RSVP,6.974092358,159,8,DidNot,N,Y
4c4a5a20-848b-4180-83cc-146a4382aeaa,Web Visit,5.453958035,85,9,Attended,Y,N
ea2e7e76-9d1a-4823-ac91-50a9e7ab24b2,Web Visit,6.644867703,147,9,Attended,N,N
da44e839-5343-4ad1-b2f3-aed5dd0918b5,Open Email,6.874119653,134,6,DidNot,Y,N
477c76a1-ac01-4f0c-b2ca-3c4f04082134,Web Visit,4.946307802,64,6,Attended,N,N
93d25f92-be9c-4d50-9595-5f41a937cad5,Open Email,5.188608892,124,5,DidNot,N,Y
cfce691c-d43b-49d4-ab48-e4f8b2826bc0,Open Email,4.954938579,114,9,DidNot,N,N
f8457a19-6484-44a6-82c4-d6bef738dd29,DownloadedMaterial,7.985367956,146,13,DidNot,N,N
05f5c7c7-fbf8-4be5-a152-af57310b401c,Web Visit,5.452632099,101,13,Attended,N,N
fb8cf04f-b689-4a13-9c79-8371582fb089,DownloadedMaterial,5.338262528,114,10,DidNot,Y,Y
225b5c72-2680-4030-a426-2f77805e3405,Event RSVP,5.379878649,137,14,DidNot,Y,N
40f10f3b-9ea6-45ba-b534-784af2b8c2af,Open Email,4.72363674,51,9,Attended,N,N
6e0face7-b681-4469-9e70-adfc9650b5fb,DownloadedMaterial,6.831952903,167,11,DidNot,Y,N
f4e2b546-45d1-4ca7-aaf4-9a83916bc624,Web Visit,5.988808093,117,9,DidNot,N,Y
2089c234-73ed-4f75-92ae-bd81d1ee5228,Event RSVP,5.593058999,98,10,DidNot,Y,N
740fae9c-e847-4f3d-979c-e3da8a6f616b,DownloadedMaterial,6.070940888,100,14,DidNot,N,N
45376887-476d-472d-b017-f5a60ad27670,DownloadedMaterial,5.420622947,99,10,DidNot,Y,Y
f0ea2779-9aca-469b-add1-a623d6b1a778,Open Email,6.664328374,136,12,Attended,N,Y
c7b5aead-66c9-4c4e-aa75-b30db53befa6,Open Email,5.677724673,126,11,DidNot,Y,N
cbcc3077-9e8f-41c8-bb18-86ffabc02690,Open Email,5.766157142,100,6,Attended,N,Y
bb0d7b24-5d46-4b9f-808b-232585a508c6,DownloadedMaterial,10.06331361,163,12,Attended,Y,Y
066ec6e0-3d41-4a18-9962-79dcbb70a688,DownloadedMaterial,8.764784204,131,9,Attended,N,Y
158de28e-96cd-4130-a067-c6d5dd790978,Web Visit,5.832060158,82,11,Attended,Y,Y
0ba3700d-4ec7-4915-9ec2-f0c7c1634d22,DownloadedMaterial,4.639337325,41,12,Attended,N,Y
d8e21e3c-b09e-4a8c-a1b0-de5f4b41b485,Open Email,5.868534117,87,11,Attended,Y,Y
b0521479-9889-4f63-8223-3e80ac1cfee8,Event RSVP,5.314691184,130,12,DidNot,Y,N
04320309-bbf0-430f-8895-d35efb652c0d,Web Visit,5.756632337,146,8,DidNot,Y,Y
b85d0773-08e6-48a4-9223-7ab6edee27d4,Open Email,8.168026703,143,11,DidNot,Y,Y
f24952a0-8cef-4242-8207-fd825e77c0dc,Event RSVP,5.845656074,161,9,DidNot,N,Y
9c6d903c-9113-42b7-8933-c4526bced927,DownloadedMaterial,6.24177785,104,9,Attended,N,N
5607925b-3520-430c-b14f-a4692630bc7e,Open Email,4.022702202,94,10,DidNot,N,Y
7005c2d0-7eb4-4205-afbb-d9ca9a454578,DownloadedMaterial,5.24300944,103,4,Attended,Y,N
b128233f-e8e8-493d-ac0f-2abc957529dc,Web Visit,6.208026797,118,16,Attended,Y,N
1b6e6fe4-5c6d-4e62-af6b-3842993e963a,Event RSVP,5.507909042,136,9,DidNot,N,N
3e17b2b8-6dfe-4bc3-996f-b6c23d3747a0,Open Email,4.359247794,104,8,DidNot,Y,Y
2fd79d0e-8580-4df2-8a80-065b18384cd8,DownloadedMaterial,6.331666935,156,6,DidNot,N,Y
d19d9d68-b425-4d0d-8696-254ec246a0e5,Event RSVP,6.402783675,115,10,Attended,Y,N
548caf58-b422-4085-85d7-f94c0d0015ef,Web Visit,7.232866941,136,14,DidNot,N,N
7889d476-09fd-44aa-9486-47ff0aad5b5f,DownloadedMaterial,5.231623532,118,12,DidNot,N,N
29ac599c-0570-421d-a590-21485982e755,Web Visit,7.113760822,172,11,DidNot,N,N
f894d61f-ec2a-4568-be08-29804d557224,Open Email,8.158543266,144,10,DidNot,N,Y
88614f7d-e971-49eb-a893-676684040401,Open Email,5.968741425,140,11,DidNot,N,Y
0427c4e3-0546-4e48-b1b0-b4bd3b60cd11,Open Email,7.417789009,164,12,Attended,N,Y
a0564087-c238-48e0-ac3a-4626bc6cee99,Web Visit,7.743524326,136,11,DidNot,N,Y
0101b75b-5976-490f-9392-631fe9b5278f,Event RSVP,6.793599658,92,14,Attended,N,N
537f1d99-b2a8-4ab2-9e1e-607e4299a345,Web Visit,8.069602006,169,13,DidNot,N,N
7fdd7b73-b124-4214-a4fe-f489772aa2f6,Open Email,5.881724966,64,8,Attended,Y,N
6d45b7d5-4a07-4294-b69e-3b0510dce0b2,Open Email,7.775924494,116,8,Attended,N,N
21b71a80-d1a9-4038-9ce8-465c2c5c9825,DownloadedMaterial,7.647531973,114,13,Attended,N,Y
fda9aca4-6f77-4828-9bd9-968673eb29f9,DownloadedMaterial,7.526047637,146,10,Attended,N,Y
c2d1f383-958a-4072-a75e-2f5596510c20,Event RSVP,8.155851294,130,8,Attended,Y,N
587f9991-7949-4433-96d0-591e2e0caa6d,Event RSVP,6.10587734,125,11,DidNot,N,Y
91609f5d-0ad6-433e-afe5-f91dd606267c,Open Email,6.227039333,110,11,Attended,N,Y
090153e6-2af6-4026-8b7d-034cd42806ed,Event RSVP,6.822417615,117,5,Attended,Y,N
4ffcd793-496e-432b-9cfa-30a431b6b89c,Open Email,6.60504411,156,12,Attended,N,Y
582d1524-aefc-48b4-8fd9-37323561c5c1,Open Email,10.31882328,113,9,Attended,Y,N
91841f00-51b1-470b-982d-441a7988e4f1,DownloadedMaterial,8.377581637,138,16,Attended,N,Y
78e25f44-f6c1-428d-9bc5-845557dd5e6f,Web Visit,8.017768757,143,12,DidNot,N,N
20e0c4fb-386f-4693-8276-77d0a766ffb6,Open Email,7.328640202,139,8,DidNot,Y,N
50d2fe33-7526-4fe9-b2ac-093aced42f75,Web Visit,6.345066419,126,14,Attended,N,Y
698016e2-1f28-443d-bf89-80ffea6c64c8,Web Visit,6.340743175,108,14,Attended,Y,N
fe585d7f-adc5-46cf-830e-5dc6764b7943,Open Email,6.034387553,122,14,DidNot,Y,N
1bfa0049-7928-47ca-8dc7-ecb3ce458a75,Open Email,5.865388147,93,11,Attended,Y,N
7d90d65e-a35e-414f-9de6-9a4fb4b6500f,Web Visit,5.84266882,119,6,Attended,Y,Y
08e9a8b5-a03a-4a62-a6ba-b129783ca217,Event RSVP,6.736922024,161,11,DidNot,N,Y
4b95b00f-5ed4-495f-87bc-02b5a0219773,Open Email,6.814780853,127,8,DidNot,N,Y
d4635e16-411d-4b5b-89d3-233d4457dd8e,Web Visit,8.797864948,122,12,DidNot,N,N
71fa7c64-67ea-435d-acbf-b82d3b13b86e,Web Visit,8.385506111,148,10,DidNot,N,N
e3e7e552-bc98-4c32-8bd2-6e1a5c6fe730,DownloadedMaterial,6.363026738,139,11,Attended,Y,N
882770fe-a180-4e32-a581-a2642caf6784,Web Visit,5.100594239,98,10,Attended,N,Y
310acf11-4aca-4dc1-b425-9112ffa2cf45,Open Email,8.459348965,167,10,DidNot,Y,Y
9cd36b76-f33d-4677-bc5e-8f6ef11be2b0,Web Visit,6.176674164,98,8,Attended,N,N
56a5bdc0-23ac-4a23-b7c7-2579f0f62517,Web Visit,8.702123671,269,11,DidNot,N,Y
b116aceb-a145-4252-96cf-5df47027fbaf,Open Email,9.325073689,174,9,Attended,N,N
2de897a6-77f5-46ad-a906-90756bfaa851,Open Email,6.372900255,94,11,Attended,Y,N
fe8f9b21-d42f-42e2-8cb3-a2b3a7912a26,Event RSVP,6.12518808,116,12,DidNot,N,Y
75e798f9-6c2a-459f-b5a3-bcdf1b850d85,Event RSVP,6.916434854,163,9,DidNot,Y,N
edba1dae-1200-4fa4-bece-0e2b2b862ef6,Event RSVP,5.55378379,98,8,Attended,Y,Y
d6c03f4c-f378-4fed-a504-214bf701843c,Event RSVP,8.687784252,159,8,DidNot,Y,Y
d0a14321-9d81-4afc-be84-47ddc836abef,Open Email,7.736310207,157,11,DidNot,Y,Y
ac0cc69b-0203-4045-b161-d49db757efbc,Open Email,4.999611029,49,10,Attended,N,Y
57121309-3c29-4add-a721-1562ab13ab15,Open Email,7.588390875,182,8,DidNot,Y,N
077aaf9f-2c14-4f1b-bc31-65da630edd65,DownloadedMaterial,6.285133166,109,10,Attended,N,N
71382481-6b97-4c5c-96dd-560c2e80273f,DownloadedMaterial,7.176639365,119,10,DidNot,N,Y
b04e2810-0235-42f9-8ab2-a9167ba0d1c4,Web Visit,6.7779618,139,12,Attended,N,N
6921131e-9a94-4587-84f9-d9acd5e10bdd,Open Email,6.236306763,135,7,DidNot,Y,N
1b2ba72e-fbc6-4e05-977a-de68d4326878,Web Visit,6.868094869,126,8,DidNot,N,N
cc098f19-3093-4057-84ae-ed54ea1e45a2,Web Visit,7.172505878,148,11,DidNot,Y,Y
3fbc4b25-d06b-486e-b35a-cc5bd8f87cb5,DownloadedMaterial,5.098786385,123,10,DidNot,N,Y
dbe794f4-9ac3-4f07-b2a8-04ef4f28b44d,DownloadedMaterial,5.625583822,121,9,DidNot,Y,Y
6e814266-d03c-4209-883c-f570d691e5c6,Web Visit,7.257824067,147,8,DidNot,N,N
10b75711-a619-49fd-8d05-4b51d2d22510,DownloadedMaterial,6.503522664,153,8,Attended,Y,Y
91d3fd53-f62a-40da-8fab-74b02eccaa17,Open Email,7.823275203,118,12,Attended,N,Y
1652a987-f66b-4a20-b95b-e63280b2f556,Event RSVP,6.382083963,146,9,DidNot,Y,N
90863b97-3484-4655-a973-269d60683779,Web Visit,5.995344203,117,10,DidNot,N,Y
7b9f9f5f-0b4f-431a-a776-ed670b14b88c,Event RSVP,9.814343182,129,9,Attended,N,Y
2316352c-3278-4e48-a54b-298adfbf888e,Event RSVP,6.410209562,154,10,DidNot,N,N
