product_id,event_time,category_baby_food_formula,category_baking_ingredients,category_candy_chocolate,category_chips_pretzels,category_cleaning_products,category_coffee,category_cookies_cakes,category_crackers,category_energy_granola_bars,category_frozen_meals,category_hair_care,category_ice_cream_ice,category_juice_nectars,category_packaged_cheese,category_refrigerated,category_soup_broth_bouillon,category_spices_seasonings,category_tea,category_vitamins_supplements,category_yogurt
P3387,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P3388,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P3389,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P3390,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P3391,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P3392,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P3393,2021-07-06T15:40:51.179Z,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3394,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P3395,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P3396,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
P3397,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P3398,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P3399,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3400,2021-07-06T15:40:51.179Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3401,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P3402,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P3403,2021-07-06T15:40:51.179Z,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3404,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P3405,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P3406,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P3407,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P3408,2021-07-06T15:40:51.179Z,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3409,2021-07-06T15:40:51.179Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3410,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P3411,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P3412,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3413,2021-07-06T15:40:51.179Z,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3414,2021-07-06T15:40:51.179Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3415,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P3416,2021-07-06T15:40:51.179Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3417,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P3418,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P3419,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P3420,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3421,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P3422,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P3423,2021-07-06T15:40:51.179Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3424,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P3425,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P3426,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3427,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P3428,2021-07-06T15:40:51.179Z,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3429,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P3430,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
P3431,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P3432,2021-07-06T15:40:51.179Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3433,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P3434,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
P3435,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P3436,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
P3437,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P3438,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
P3439,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P3440,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P3441,2021-07-06T15:40:51.179Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3442,2021-07-06T15:40:51.179Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3443,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P3444,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3445,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P3446,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P3447,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P3448,2021-07-06T15:40:51.179Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3449,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P3450,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3451,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P3452,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P3453,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P3454,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P3455,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P3456,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P3457,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
P3458,2021-07-06T15:40:51.179Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3459,2021-07-06T15:40:51.179Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3460,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P3461,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
P3462,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
P3463,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P3464,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
P3465,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P3466,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P3467,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P3468,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P3469,2021-07-06T15:40:51.179Z,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3470,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
P3471,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P3472,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P3473,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P3474,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P3475,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3476,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P3477,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P3478,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
P3479,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
P3480,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P3481,2021-07-06T15:40:51.179Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3482,2021-07-06T15:40:51.179Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3483,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P3484,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P3485,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P3486,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P3487,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
P3488,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P3489,2021-07-06T15:40:51.179Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3490,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P3491,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P3492,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
P3493,2021-07-06T15:40:51.179Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3494,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P3495,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P3496,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3497,2021-07-06T15:40:51.179Z,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3498,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P3499,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3500,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
P3501,2021-07-06T15:40:51.179Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3502,2021-07-06T15:40:51.179Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3503,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P3504,2021-07-06T15:40:51.179Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P3505,2021-07-06T15:40:51.179Z,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3506,2021-07-06T15:40:51.179Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3507,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P3508,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P3509,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P3510,2021-07-06T15:40:51.180Z,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3511,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P3512,2021-07-06T15:40:51.180Z,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3513,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
P3514,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P3515,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P3516,2021-07-06T15:40:51.180Z,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3517,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P3518,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P3519,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P3520,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P3521,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P3522,2021-07-06T15:40:51.180Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3523,2021-07-06T15:40:51.180Z,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3524,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P3525,2021-07-06T15:40:51.180Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3526,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P3527,2021-07-06T15:40:51.180Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3528,2021-07-06T15:40:51.180Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3529,2021-07-06T15:40:51.180Z,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3530,2021-07-06T15:40:51.180Z,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3531,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P3532,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P3533,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P3534,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P3535,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P3536,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P3537,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3538,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P3539,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3540,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P3541,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P3542,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P3543,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P3544,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P3545,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P3546,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P3547,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P3548,2021-07-06T15:40:51.180Z,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3549,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P3550,2021-07-06T15:40:51.180Z,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3551,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P3552,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P3553,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P3554,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P3555,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
P3556,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P3557,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P3558,2021-07-06T15:40:51.180Z,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3559,2021-07-06T15:40:51.180Z,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3560,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P3561,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P3562,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P3563,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P3564,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P3565,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P3566,2021-07-06T15:40:51.180Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3567,2021-07-06T15:40:51.180Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3568,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3569,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P3570,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P3571,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P3572,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P3573,2021-07-06T15:40:51.180Z,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3574,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
P3575,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
P3576,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3577,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P3578,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P3579,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3580,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P3581,2021-07-06T15:40:51.180Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3582,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P3583,2021-07-06T15:40:51.180Z,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3584,2021-07-06T15:40:51.180Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3585,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P3586,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P3587,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P3588,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
P3589,2021-07-06T15:40:51.180Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3590,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P3591,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P3592,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P3593,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P3594,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P3595,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
P3596,2021-07-06T15:40:51.180Z,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3597,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P3598,2021-07-06T15:40:51.180Z,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3599,2021-07-06T15:40:51.180Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3600,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P3601,2021-07-06T15:40:51.180Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3602,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P3603,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P3604,2021-07-06T15:40:51.180Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3605,2021-07-06T15:40:51.180Z,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3606,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P3607,2021-07-06T15:40:51.180Z,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3608,2021-07-06T15:40:51.180Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3609,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P3610,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P3611,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P3612,2021-07-06T15:40:51.180Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
